,giniCoefficient,shannonsEntropy,DAI.netSwapFlow,DAI.netLPFlow,USDC.netSwapFlow,USDC.netLPFlow,USDT.netSwapFlow,USDT.netLPFlow
2023-03-02 15:35:00,0.048314875062210993,1.578712398708905,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:36:00,0.04839069619269447,1.578694092741749,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:37:00,0.048693980714628396,1.5786208688731254,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:38:00,0.048693980714628396,1.5786208688731254,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:39:00,0.048693980714628396,1.5786208688731254,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:40:00,0.048693980714628396,1.5786208688731254,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:41:00,0.048693980714628396,1.5786208688731254,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:42:00,0.048693980714628396,1.5786208688731254,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:43:00,0.048693980714628396,1.5786208688731254,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:44:00,0.048692843381683885,1.5786211445348273,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:45:00,0.04868829404990585,1.578622247181634,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:46:00,0.04868829404990585,1.578622247181634,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:47:00,0.04868829404990585,1.578622247181634,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:48:00,0.04868829404990585,1.578622247181634,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:49:00,0.04868829404990585,1.578622247181634,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:50:00,0.04870002532634328,1.5786189208686179,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:51:00,0.048702958145452634,1.5786180892903636,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:52:00,0.048702958145452634,1.5786180892903636,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:53:00,0.048702958145452634,1.5786180892903636,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:54:00,0.048702958145452634,1.5786180892903636,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:55:00,0.048702958145452634,1.5786180892903636,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:56:00,0.048702958145452634,1.5786180892903636,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:57:00,0.06508696866854886,1.5741625567213666,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:58:00,0.06908900221518557,1.5730809176358571,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 15:59:00,0.06908710075794118,1.573081616992435,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:00:00,0.06908139638620799,1.5730837150621686,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:01:00,0.06908139638620799,1.5730837150621686,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:02:00,0.06908139638620799,1.5730837150621686,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:03:00,0.06908139638620799,1.5730837150621686,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:04:00,0.06908139638620799,1.5730837150621686,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:05:00,0.06908139638620799,1.5730837150621686,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:06:00,0.06908139638620799,1.5730837150621686,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:07:00,0.06908139638620799,1.5730837150621686,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:08:00,0.06908139638620799,1.5730837150621686,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:09:00,0.06908139638620799,1.5730837150621686,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:10:00,0.06908139638620799,1.5730837150621686,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:11:00,0.06908139638620799,1.5730837150621686,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:12:00,0.06908139638620799,1.5730837150621686,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:13:00,0.06908139638620799,1.5730837150621686,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:14:00,0.06905427712065425,1.5730921359317174,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:15:00,0.06904361920080136,1.5730900693117302,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:16:00,0.06904361920080136,1.5730900693117302,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:17:00,0.06904361920080136,1.5730900693117302,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:18:00,0.06904361920080136,1.5730900693117302,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:19:00,0.06899851913215196,1.573105485882134,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:20:00,0.0689684729617773,1.5731157565777552,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:21:00,0.06896847496588054,1.573115755893074,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:22:00,0.06896847496588054,1.573115755893074,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:23:00,0.06895513381306341,1.5731130666799131,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:24:00,0.06895513381306341,1.5731130666799131,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:25:00,0.06913666313594778,1.57305680111558,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:26:00,0.06918396589344204,1.5730421380291595,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:27:00,0.06918684653360178,1.5730412429861533,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:28:00,0.06918684653360178,1.5730412429861533,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:29:00,0.06918684653360178,1.5730412429861533,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:30:00,0.06918684653360178,1.5730412429861533,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:31:00,0.06918684653360178,1.5730412429861533,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:32:00,0.06918684653360178,1.5730412429861533,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:33:00,0.06918684653360178,1.5730412429861533,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:34:00,0.06918684653360178,1.5730412429861533,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:35:00,0.06919305564532381,1.5730391147688139,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:36:00,0.06919460792325431,1.573038582714479,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:37:00,0.06919460792325431,1.573038582714479,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:38:00,0.06907442048870308,1.5730694522681328,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:39:00,0.06904437363006527,1.5730771696565462,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:40:00,0.06904437363006527,1.5730771696565462,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:41:00,0.06904437363006527,1.5730771696565462,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:42:00,0.06904437363006527,1.5730771696565462,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:43:00,0.06904437363006527,1.5730771696565462,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:44:00,0.06885566643458403,1.5731353960139711,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:45:00,0.06880848963571372,1.5731499526033272,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:46:00,0.06880692816024467,1.5731504850700473,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:47:00,0.0688123641741964,1.573148315165726,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:48:00,0.06882015211808169,1.5731454486515917,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:49:00,0.06880909792725987,1.5731495175913657,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:50:00,0.06880633437955441,1.5731505348263093,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:51:00,0.06880633437955441,1.5731505348263093,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:52:00,0.06880262029388869,1.573151801202097,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:53:00,0.06878776395122574,1.5731568667052478,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:54:00,0.06878776395122574,1.5731568667052478,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:55:00,0.06878776395122574,1.5731568667052478,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:56:00,0.06878776395122574,1.5731568667052478,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:57:00,0.06877439631704454,1.573160246558665,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:58:00,0.0687533761663344,1.5731656140607073,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 16:59:00,0.06874092805274619,1.5731694395115468,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:00:00,0.06537230569203045,1.574281473338867,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:01:00,0.06453015010185152,1.574559481795697,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:02:00,0.06452602142169124,1.5745604489081066,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:03:00,0.06450950670105011,1.574564317357746,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:04:00,0.06450950670105011,1.574564317357746,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:05:00,0.06450950670105011,1.574564317357746,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:06:00,0.07097946563350446,1.572231464211945,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:07:00,0.07259478770288008,1.571649034620231,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:08:00,0.0725930914291499,1.5716496478615738,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:09:00,0.07259054701855462,1.5716505677235881,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:10:00,0.07261682037447867,1.5716422312346794,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:11:00,0.07317615453950256,1.5714391628717177,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:12:00,0.07317798730230198,1.5714384294501342,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:13:00,0.07318073644650108,1.571437329317759,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:14:00,0.07318073644650108,1.571437329317759,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:15:00,0.07318073644650108,1.571437329317759,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:16:00,0.07318073644650108,1.571437329317759,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:17:00,0.07322141737258998,1.5714224959753489,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:18:00,0.0732315876041122,1.5714187876397463,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:19:00,0.0732697227510885,1.571409271413446,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:20:00,0.07327504209995159,1.5713962647474689,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:21:00,0.07539069321301373,1.5706925117482744,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:22:00,0.07592295667168834,1.570517683917661,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:23:00,0.07592295667168834,1.570517683917661,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:24:00,0.07592099854125817,1.5705184234003742,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:25:00,0.07592034583111477,1.570518669894612,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:26:00,0.0759191722567496,1.5705191130665757,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:27:00,0.07593215523832167,1.5705142098596077,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:28:00,0.07593215523832167,1.5705142098596077,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:29:00,0.07593215523832167,1.5705142098596077,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:30:00,0.07593215523832167,1.5705142098596077,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:31:00,0.07593215523832167,1.5705142098596077,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:32:00,0.07593215523832167,1.5705142098596077,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:33:00,0.07614459818935533,1.5704558111651017,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:34:00,0.07619786078175524,1.5704411598928996,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:35:00,0.07621889022513081,1.5704332159651908,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:36:00,0.07322409130379905,1.5714942877036198,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:37:00,0.07116802982984166,1.5721778888599842,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:38:00,0.07116744198735331,1.57217809705307,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:39:00,0.07115225055400305,1.572183474445712,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:40:00,0.0710922686105865,1.5722047064254974,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:41:00,0.07148697118226621,1.5720806755994148,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:42:00,0.07207902503978578,1.571894629360291,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:43:00,0.07207929341105648,1.571894524301792,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:44:00,0.07207672918185098,1.5718936456343344,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:45:00,0.07207672918185098,1.5718936456343344,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:46:00,0.07207672918185098,1.5718936456343344,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:47:00,0.07207672918185098,1.5718936456343344,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:48:00,0.07206490046512769,1.571896614497599,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:49:00,0.07206194328594687,1.5718973567134151,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:50:00,0.07206194328594687,1.5718973567134151,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:51:00,0.07206194328594687,1.5718973567134151,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:52:00,0.07205958931232222,1.5718980249330217,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:53:00,0.07205802380883151,1.571898495372226,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:54:00,0.07205814939743212,1.5718984638726137,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:55:00,0.0720586517518345,1.5718983378741647,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:56:00,0.07207992316227295,1.5718929974639617,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:57:00,0.07208524101488256,1.571891662361411,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:58:00,0.07208524101488256,1.571891662361411,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 17:59:00,0.07208524101488256,1.571891662361411,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:00:00,0.07208112634577268,1.5718904427100078,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:01:00,0.07208479680754994,1.5718873300534448,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:02:00,0.07204781803682793,1.5718955170508966,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:03:00,0.07197791933808124,1.5719129715472362,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:04:00,0.07201867930814741,1.5719000767997202,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:05:00,0.07234813027309488,1.571794126622058,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:06:00,0.07362517416281854,1.5713832206589253,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:07:00,0.0735777367622607,1.5713956772649054,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:08:00,0.07343845433763456,1.571432256432159,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:09:00,0.07341601034603211,1.5714398455730174,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:10:00,0.07340926318173875,1.5714420393522395,0.0,0,73347.455189,0.0,0.0,0.0
2023-03-02 18:11:00,0.07340926318173875,1.5714420393522395,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:12:00,0.07340926318173875,1.5714420393522395,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:13:00,0.07340926318173875,1.5714420393522395,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:14:00,0.07298422932875502,1.5715948815431255,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:15:00,0.058817872466731466,1.574933934614553,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:16:00,0.05364311882585924,1.5763941240233752,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:17:00,0.05775951538255937,1.5748375873596725,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:18:00,0.053617829024476614,1.576398770889411,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:19:00,0.057712664968662876,1.5748466473647789,0.0,5929088759198151634316,0.0,43133101806.0,0.0,81853200000.0
2023-03-02 18:20:00,0.05356973554762388,1.5764079088035057,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:21:00,0.06794407960457707,1.5721012182921852,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:22:00,0.0673937403101035,1.5720820183403514,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:23:00,0.06809134855978484,1.5722609652668644,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:24:00,0.0673937403101035,1.5720820183403514,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:25:00,0.06809134855978484,1.5722609652668644,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:26:00,0.06411703609675976,1.5730892448252998,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:27:00,0.05708980953317579,1.5754432492547477,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:28:00,0.06111185021524983,1.5738401652558367,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:29:00,0.05708980953317579,1.5754432492547477,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:30:00,0.06111185021524983,1.5738401652558367,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:31:00,0.05710516312173073,1.5754395072736465,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:32:00,0.061127203803804785,1.5738364232747353,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:33:00,0.057112839916008205,1.5754376362830957,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:34:00,0.06113286006248766,1.5738344237671213,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:35:00,0.05914195014693868,1.57461904009802,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:36:00,0.05712380740001943,1.5754180143507301,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:37:00,0.061229590167871314,1.573803091011729,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:38:00,0.05722805331103953,1.5753925521003591,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:39:00,0.061229590167871314,1.573803091011729,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:40:00,0.05722805331103953,1.5753925521003591,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:41:00,0.061393807741054685,1.5737067735329782,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:42:00,0.05753648920226393,1.5752014758628141,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:43:00,0.06169224400470792,1.5735164766554117,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:44:00,0.05753648920226393,1.5752014758628141,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:45:00,0.06169224400470792,1.5735164766554117,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:46:00,0.05753648920226393,1.5752014758628141,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:47:00,0.06169224400470792,1.5735164766554117,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:48:00,0.05753080580125706,1.5752028661255728,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:49:00,0.059597057767601894,1.5743635631198556,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:50:00,0.06167567944258841,1.573521379305194,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:51:00,0.05752213413143585,1.575204939714023,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:52:00,0.061684919900982974,1.5735181967753287,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:53:00,0.05752213413143585,1.575204939714023,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:54:00,0.061684919900982974,1.5735181967753287,0.0,0,-98019.703532,0.0,0.0,0.0
2023-03-02 18:55:00,0.05752213413143585,1.575204939714023,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:56:00,0.06168323455127415,1.5735185345014095,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:57:00,0.0575196061068726,1.5752054463031446,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:58:00,0.06168323455127415,1.5735185345014095,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 18:59:00,0.0575196061068726,1.5752054463031446,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:00:00,0.06168323455127415,1.5735185345014095,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:01:00,0.0575196061068726,1.5752054463031446,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:02:00,0.06163524148607913,1.573530255650354,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:03:00,0.05766749212747808,1.5750165060541277,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:04:00,0.05594846701299886,1.5757349193990973,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:05:00,0.05939667776018459,1.5742958071010364,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:06:00,0.05595482771156207,1.575733478175554,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:07:00,0.05939626477992961,1.574295889616241,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:08:00,0.055960839456343905,1.5757314102041167,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:09:00,0.05941491948465758,1.5742895619291226,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:10:00,0.05596705769125322,1.5757293009750772,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:11:00,0.05941491948465758,1.5742895619291226,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:12:00,0.05596705769125322,1.5757293009750772,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:13:00,0.05941491948465758,1.5742895619291226,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:14:00,0.05596705769125322,1.5757293009750772,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:15:00,0.05941491948465758,1.5742895619291226,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:16:00,0.055963700383319534,1.5757299715823394,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:17:00,0.05768259531812118,1.575011107970255,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:18:00,0.05940820486879019,1.5742909031436465,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:19:00,0.05595698576745216,1.5757313127968633,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:20:00,0.05940820486879019,1.5742909031436465,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:21:00,0.05595698576745216,1.5757313127968633,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:22:00,0.05940820486879019,1.5742909031436465,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:23:00,0.05595698576745216,1.5757313127968633,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:24:00,0.05940458839729603,1.5742917848185172,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:25:00,0.055946136352969675,1.5757339578214755,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:26:00,0.05940097192580188,1.5742926664933878,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:27:00,0.055946136352969675,1.5757339578214755,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:28:00,0.05940097192580188,1.5742926664933878,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:29:00,0.055946136352969675,1.5757339578214755,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:30:00,0.05940097192580188,1.5742926664933878,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:31:00,0.05587324574590498,1.5757517026328245,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:32:00,0.05761281196683186,1.5750280995002226,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:33:00,0.060796112575168884,1.573347943691095,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:34:00,0.05731698013331511,1.574795149956299,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:35:00,0.061517948974017064,1.5728696734819156,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:36:00,0.05729264857160016,1.5748010564935115,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:37:00,0.061469378235157815,1.572881468169091,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:38:00,0.0572440778327409,1.574812851180687,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:39:00,0.061469378235157815,1.572881468169091,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:40:00,0.0572440778327409,1.574812851180687,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:41:00,0.06146924804026157,1.572881497137971,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:42:00,0.057170966241377776,1.5748305581484523,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:43:00,0.06142037375281536,1.5728933529130917,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:44:00,0.05712208562143799,1.5748424055875738,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:45:00,0.06137149313287558,1.5729052003522133,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:46:00,0.05923464668501525,1.5738767368506286,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:47:00,0.057049272511419294,1.5748599689538374,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:48:00,0.061322965407139926,1.5729168959570068,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:49:00,0.057025008648551465,1.574865816756234,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:50:00,0.06127446196726614,1.572928556227495,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:51:00,0.05695225348874078,1.5748833071619663,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:52:00,0.06127446196726614,1.572928556227495,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:53:00,0.05695225348874078,1.5748833071619663,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:54:00,0.06127446196726614,1.572928556227495,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:55:00,0.05695225348874078,1.5748833071619663,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:56:00,0.06127446196726614,1.572928556227495,0.0,0,0.0,0.0,0.0,0.0
2023-03-02 19:57:00,0.05695225348874078,1.5748833071619663,0.0,0,0.0,0.0,0.0,0.0
